,PLAYER_NAME,TEAM_ABBREVIATION,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,season
6879,Willie Green,PHI,10,0.4,15.3,94.6,103.0,-8.4,0.065,0.42,5.9,0.007,0.086,0.048,14.1,0.5,0.513,0.241,94.01,0.06,297,2.8,6.6,0.424,2006
6880,Yao Ming,HOU,57,0.474,34.2,101.8,99.6,2.2,0.092,0.58,6.5,0.083,0.223,0.156,11.3,0.519,0.592,0.293,90.77,0.183,3689,8.2,15.8,0.519,2006
6881,Yaroslav Korolev,LAC,24,0.5,5.3,86.9,88.8,-2.0,0.12,1.5,18.4,0.037,0.074,0.054,12.2,0.333,0.392,0.13,101.29,0.025,267,0.4,1.3,0.3,2006
6882,Zach Randolph,POR,74,0.284,34.4,100.5,110.4,-9.9,0.111,0.87,8.5,0.079,0.175,0.125,9.8,0.443,0.483,0.284,87.65,0.114,4656,7.2,16.6,0.436,2006
6883,Zarko Cabarkapa,GSW,61,0.361,8.3,96.5,105.6,-9.1,0.069,0.57,7.5,0.07,0.166,0.114,13.2,0.399,0.472,0.216,96.15,0.048,1005,1.1,2.9,0.385,2006
6884,Zaza Pachulia,ATL,78,0.333,31.4,105.3,110.1,-4.7,0.084,0.72,11.0,0.113,0.16,0.136,15.3,0.451,0.53,0.193,90.98,0.087,4644,3.9,8.7,0.451,2006
6885,Zeljko Rebraca,LAC,29,0.621,14.2,91.9,106.7,-14.8,0.039,0.38,6.0,0.034,0.14,0.086,16.1,0.542,0.592,0.152,95.96,0.061,825,1.8,3.3,0.542,2006
6886,Zendon Hamilton,PHI,12,0.667,4.0,92.6,115.1,-22.4,0.0,0.0,0.0,0.068,0.25,0.145,21.4,0.5,0.593,0.262,93.12,0.1,95,0.6,1.2,0.5,2006
6887,Zoran Planinic,NJN,56,0.554,10.6,89.2,95.2,-6.0,0.179,1.23,17.0,0.025,0.108,0.067,13.8,0.396,0.45,0.201,91.88,0.042,1140,1.2,3.3,0.361,2006
6888,Zydrunas Ilgauskas,CLE,78,0.615,29.3,105.3,101.2,4.0,0.073,0.59,7.0,0.115,0.158,0.137,12.0,0.506,0.576,0.243,90.28,0.133,4301,5.8,11.4,0.506,2006
6889,Aaron Brooks,HOU,80,0.65,25.0,107.7,103.8,3.9,0.201,1.9,19.5,0.018,0.063,0.041,10.3,0.476,0.521,0.226,91.02,0.085,3800,4.0,9.8,0.404,2009
6890,Aaron Gray,CHI,56,0.464,12.8,100.8,104.0,-3.1,0.098,1.15,16.5,0.116,0.192,0.153,14.3,0.485,0.508,0.139,98.27,0.066,1461,1.4,3.0,0.485,2009
6891,Acie Law,ATL,55,0.6,10.2,98.6,99.3,-0.6,0.257,2.97,30.9,0.011,0.087,0.051,10.4,0.406,0.49,0.157,93.29,0.089,1090,0.9,2.5,0.374,2009
6892,Adam Morrison,LAL,52,0.442,13.7,98.8,106.9,-8.1,0.101,1.28,13.4,0.027,0.093,0.06,10.5,0.43,0.448,0.173,91.44,0.036,1356,1.5,4.3,0.359,2009
6893,Adonal Foyle,ORL,10,0.6,6.2,90.6,96.9,-6.3,0.028,0.33,5.6,0.127,0.236,0.182,16.7,0.636,0.623,0.119,99.2,0.152,127,0.7,1.1,0.636,2009
6894,Al Harrington,NYK,73,0.37,34.9,107.1,108.2,-1.1,0.068,0.63,6.3,0.037,0.145,0.089,10.0,0.509,0.547,0.254,98.37,0.101,5212,7.3,16.6,0.439,2009
6895,Al Horford,ATL,67,0.612,33.5,107.1,106.5,0.6,0.119,1.58,17.2,0.069,0.223,0.147,10.9,0.525,0.565,0.165,89.9,0.125,4195,4.7,8.9,0.525,2009
6896,Al Jefferson,MIN,50,0.34,36.7,106.4,109.0,-2.6,0.082,0.86,6.3,0.093,0.219,0.154,7.4,0.497,0.532,0.285,92.51,0.156,3532,9.7,19.5,0.497,2009
6897,Al Thornton,LAC,71,0.225,37.4,101.1,111.6,-10.5,0.068,0.79,7.2,0.047,0.098,0.072,9.1,0.456,0.502,0.225,93.1,0.073,5137,6.6,14.8,0.446,2009
6898,Alando Tucker,PHX,30,0.5,9.4,110.4,106.1,4.3,0.064,0.86,7.5,0.063,0.043,0.053,8.8,0.463,0.509,0.209,100.37,0.072,587,1.7,4.0,0.43,2009
6899,Alex Acker,LAC,25,0.16,8.0,102.8,100.5,2.3,0.091,1.71,12.0,0.039,0.082,0.06,7.0,0.441,0.448,0.198,96.68,0.06,398,1.2,3.0,0.395,2009
6900,Alexis Ajinca,CHA,31,0.355,5.9,98.3,95.1,3.1,0.032,0.25,3.1,0.057,0.132,0.094,12.2,0.362,0.43,0.246,90.99,0.023,343,0.8,2.2,0.362,2009
6901,Allen Iverson,DET,57,0.439,36.7,102.1,103.6,-1.5,0.238,1.94,19.9,0.015,0.072,0.044,10.3,0.434,0.504,0.258,89.84,0.111,3923,6.1,14.6,0.417,2009
6902,Amar'e Stoudemire,PHX,53,0.566,36.8,110.3,107.2,3.0,0.087,0.69,8.9,0.068,0.158,0.116,12.8,0.541,0.617,0.245,96.58,0.136,3917,7.6,14.1,0.539,2009
6903,Amir Johnson,DET,62,0.435,14.7,103.5,98.2,5.3,0.033,0.61,8.7,0.116,0.15,0.133,14.3,0.595,0.608,0.108,88.7,0.069,1674,1.6,2.6,0.595,2009
6904,Anderson Varejao,CLE,81,0.802,28.5,111.1,100.4,10.7,0.055,1.01,10.5,0.077,0.185,0.132,10.4,0.536,0.565,0.14,90.23,0.1,4323,3.3,6.2,0.536,2009
6905,Andray Blatche,WAS,71,0.239,24.0,102.0,107.9,-5.9,0.118,1.01,12.6,0.076,0.16,0.117,12.5,0.475,0.508,0.218,92.64,0.09,3284,4.2,8.9,0.471,2009
6906,Andre Brown,CHA,4,0.5,10.3,95.0,102.5,-7.5,0.038,0.2,7.1,0.2,0.114,0.152,35.7,0.143,0.254,0.135,92.27,-0.045,80,0.3,1.8,0.143,2009
6907,Andre Iguodala,PHI,82,0.5,39.9,106.3,104.2,2.1,0.221,1.95,21.3,0.029,0.123,0.076,10.9,0.507,0.56,0.221,91.49,0.135,6227,6.6,14.0,0.473,2009
6908,Andre Miller,PHI,82,0.5,36.3,106.3,104.8,1.6,0.298,2.68,27.4,0.043,0.088,0.065,10.2,0.48,0.548,0.215,91.15,0.131,5663,6.0,12.7,0.473,2009
6909,Andrea Bargnani,TOR,78,0.385,31.5,104.8,110.0,-5.2,0.065,0.7,7.2,0.03,0.146,0.089,10.3,0.512,0.559,0.226,93.94,0.09,4803,5.5,12.3,0.45,2009
6910,Andrei Kirilenko,UTA,67,0.627,27.3,108.2,101.2,7.1,0.151,1.45,17.3,0.049,0.135,0.092,12.0,0.467,0.549,0.201,95.8,0.121,3658,3.8,8.5,0.449,2009
6911,Andres Nocioni,SAC,76,0.355,26.2,108.5,108.8,-0.3,0.081,0.9,10.2,0.028,0.156,0.092,11.3,0.515,0.555,0.198,95.17,0.079,3954,3.9,9.2,0.427,2009
6912,Andrew Bogut,MIL,36,0.528,31.2,102.5,98.6,3.9,0.109,0.84,14.0,0.109,0.237,0.172,16.7,0.577,0.586,0.178,91.99,0.137,2157,5.1,8.8,0.577,2009
6913,Andrew Bynum,LAL,50,0.8,28.9,110.3,102.0,8.3,0.076,0.84,9.5,0.099,0.178,0.14,11.4,0.56,0.598,0.206,95.11,0.124,2864,5.6,10.0,0.56,2009
6914,Andris Biedrins,GSW,62,0.323,30.0,105.6,110.1,-4.5,0.101,1.1,14.1,0.117,0.252,0.183,12.8,0.578,0.585,0.168,99.23,0.127,3846,5.0,8.6,0.578,2009
6915,Antawn Jamison,WAS,81,0.235,38.2,103.9,112.3,-8.4,0.09,1.22,8.0,0.063,0.184,0.121,6.5,0.507,0.549,0.255,93.16,0.132,6019,8.3,17.8,0.468,2009
6916,Anthony Carter,DEN,78,0.679,22.9,105.6,103.0,2.6,0.303,2.35,38.8,0.023,0.088,0.057,16.5,0.46,0.49,0.138,97.55,0.089,3619,2.1,4.9,0.433,2009
6917,Anthony Johnson,ORL,80,0.725,18.5,103.5,99.9,3.7,0.223,2.44,28.6,0.02,0.079,0.05,11.7,0.472,0.505,0.153,93.08,0.082,2875,1.9,4.8,0.404,2009
6918,Anthony Morrow,GSW,67,0.343,22.6,109.2,110.9,-1.7,0.081,1.54,11.4,0.05,0.076,0.063,7.4,0.558,0.588,0.173,100.34,0.086,3166,3.8,8.0,0.478,2009
6919,Anthony Parker,TOR,80,0.388,33.0,105.6,107.4,-1.8,0.157,2.36,22.4,0.018,0.107,0.063,9.5,0.488,0.524,0.161,93.95,0.085,5162,4.0,9.4,0.426,2009
6920,Anthony Randolph,GSW,63,0.333,17.9,106.5,110.1,-3.6,0.066,0.61,7.9,0.11,0.198,0.154,12.9,0.462,0.506,0.211,101.01,0.103,2372,3.2,6.8,0.462,2009
6921,Anthony Roberson,CHI,29,0.379,9.5,96.7,107.6,-10.9,0.124,2.5,13.3,0.019,0.06,0.038,5.3,0.475,0.487,0.2,99.21,0.066,574,1.5,4.1,0.367,2009
6922,Anthony Tolliver,SAS,19,0.737,11.0,98.7,98.0,0.8,0.134,2.43,18.1,0.056,0.152,0.101,7.4,0.362,0.375,0.168,91.71,0.058,399,1.0,3.4,0.292,2009
6923,Antoine Wright,DAL,65,0.585,23.9,110.9,108.4,2.5,0.071,1.43,12.7,0.021,0.071,0.046,8.9,0.468,0.501,0.154,93.26,0.04,3005,2.8,6.6,0.415,2009
6924,Antonio Daniels,NOH,74,0.541,13.8,99.5,111.6,-12.1,0.3,2.85,34.0,0.005,0.083,0.042,11.9,0.466,0.536,0.162,87.7,0.093,1870,1.3,3.2,0.419,2009
6925,Antonio McDyess,DET,62,0.452,30.1,106.7,108.3,-1.6,0.073,1.63,12.0,0.104,0.249,0.175,7.3,0.51,0.529,0.155,86.82,0.121,3369,4.3,8.5,0.51,2009
6926,Arron Afflalo,DET,74,0.486,16.7,104.7,105.3,-0.5,0.055,1.02,10.7,0.025,0.088,0.056,10.4,0.508,0.548,0.137,91.35,0.05,2335,1.8,4.1,0.437,2009
6927,Austin Croshere,SAS,14,0.5,7.1,87.3,101.4,-14.1,0.161,1.5,15.0,0.087,0.247,0.155,10.0,0.423,0.452,0.202,102.04,0.117,213,1.0,2.8,0.359,2009
6928,Baron Davis,LAC,65,0.262,34.6,101.0,108.9,-7.9,0.365,2.6,28.8,0.02,0.09,0.054,11.1,0.422,0.46,0.246,94.87,0.097,4443,5.5,14.8,0.37,2009
6929,Ben Gordon,CHI,82,0.5,36.6,107.8,107.7,0.1,0.156,1.4,14.4,0.018,0.078,0.048,10.3,0.521,0.573,0.243,95.02,0.11,5946,7.3,16.0,0.455,2009
6930,Ben Wallace,CLE,56,0.804,23.5,113.6,95.7,17.9,0.045,1.29,16.7,0.112,0.178,0.146,12.9,0.445,0.45,0.077,90.5,0.081,2471,1.2,2.8,0.445,2009
6931,Beno Udrih,SAC,73,0.192,31.1,105.2,113.0,-7.8,0.237,2.16,27.1,0.021,0.08,0.05,12.5,0.486,0.525,0.18,96.08,0.082,4541,4.4,9.5,0.461,2009
6932,Blake Ahearn,SAS,3,0.667,6.3,94.9,70.7,24.1,0.2,2.0,20.0,0.0,0.059,0.026,10.0,0.5,0.581,0.186,102.13,0.071,39,0.7,2.0,0.333,2009
6933,Bobby Brown,MIN,68,0.191,13.7,99.7,109.8,-10.1,0.214,1.86,21.0,0.015,0.044,0.029,11.3,0.454,0.476,0.206,95.56,0.054,1850,2.1,5.3,0.392,2009
6934,Bobby Jackson,SAC,71,0.225,20.9,103.5,110.0,-6.5,0.16,2.17,19.4,0.029,0.11,0.069,9.0,0.46,0.502,0.175,96.99,0.089,3003,2.7,6.8,0.398,2009
6935,Bobby Simmons,NJN,71,0.423,24.4,108.9,108.3,0.7,0.081,1.48,14.8,0.043,0.125,0.083,10.0,0.582,0.596,0.139,92.5,0.074,3328,2.8,6.2,0.449,2009
6936,Boris Diaw,CHA,81,0.506,34.0,105.3,103.6,1.7,0.208,1.55,22.3,0.047,0.12,0.084,14.4,0.549,0.565,0.196,90.7,0.111,5197,5.5,10.9,0.507,2009
6937,Brad Miller,CHI,70,0.357,30.0,107.4,111.0,-3.6,0.173,1.8,21.3,0.074,0.198,0.136,11.8,0.494,0.566,0.183,95.01,0.118,4167,4.2,8.8,0.476,2009
6938,Brandan Wright,GSW,39,0.282,17.6,105.6,110.4,-4.7,0.047,0.91,6.4,0.09,0.129,0.11,7.0,0.528,0.57,0.189,98.86,0.104,1418,3.3,6.3,0.528,2009
6939,Brandon Bass,DAL,81,0.605,19.4,108.2,106.3,1.9,0.045,0.5,5.9,0.087,0.155,0.121,11.8,0.496,0.571,0.195,93.91,0.105,3088,3.1,6.3,0.496,2009
6940,Brandon Roy,POR,78,0.667,37.2,114.5,105.5,9.0,0.243,2.63,19.1,0.039,0.103,0.07,7.3,0.512,0.573,0.272,88.37,0.159,5355,8.1,16.9,0.48,2009
6941,Brandon Rush,IND,75,0.44,24.0,103.3,107.5,-4.2,0.056,0.88,8.8,0.018,0.108,0.063,10.1,0.49,0.505,0.164,97.64,0.063,3656,3.2,7.7,0.423,2009
6942,Brendan Haywood,WAS,6,0.333,29.2,102.0,109.2,-7.2,0.073,0.89,10.5,0.081,0.174,0.13,11.8,0.48,0.49,0.173,94.82,0.082,345,4.0,8.3,0.48,2009
6943,Brent Barry,HOU,56,0.607,15.3,103.4,102.7,0.7,0.141,1.63,25.7,0.02,0.093,0.056,15.8,0.549,0.575,0.118,92.33,0.074,1651,1.3,3.1,0.407,2009
6944,Brevin Knight,UTA,74,0.581,12.7,97.7,93.8,3.9,0.307,2.88,40.0,0.014,0.083,0.049,13.9,0.349,0.414,0.131,97.29,0.083,1904,0.9,2.6,0.349,2009
6945,Brian Cardinal,MIN,64,0.328,14.2,106.9,105.5,1.5,0.126,1.58,24.6,0.045,0.123,0.083,15.5,0.473,0.515,0.115,93.44,0.048,1762,1.0,2.6,0.385,2009
6946,Brian Cook,HOU,30,0.8,5.7,88.0,102.6,-14.6,0.061,0.38,5.2,0.04,0.143,0.092,13.4,0.454,0.47,0.236,97.88,0.048,350,0.9,2.5,0.368,2009
6947,Brian Scalabrine,BOS,39,0.795,12.9,108.8,98.4,10.4,0.051,1.5,11.9,0.016,0.086,0.053,7.9,0.526,0.558,0.117,96.44,0.037,1014,1.2,2.9,0.421,2009
6948,Brian Skinner,LAC,51,0.157,16.5,93.9,111.0,-17.2,0.054,0.63,9.1,0.082,0.164,0.121,14.5,0.449,0.474,0.144,92.95,0.066,1632,1.8,4.0,0.449,2009
6949,Brook Lopez,NJN,82,0.415,30.5,106.8,109.1,-2.3,0.06,0.59,7.4,0.093,0.189,0.14,12.6,0.531,0.568,0.198,92.27,0.112,4813,5.5,10.3,0.531,2009
6950,Bruce Bowen,SAS,80,0.675,18.8,99.4,99.9,-0.5,0.041,1.6,15.3,0.011,0.089,0.051,9.5,0.535,0.539,0.07,91.1,0.036,2848,1.0,2.3,0.422,2009
6951,C.J. Watson,GSW,77,0.325,24.5,107.6,109.8,-2.2,0.165,2.24,21.8,0.02,0.079,0.05,9.7,0.5,0.564,0.165,100.71,0.093,3949,3.3,7.3,0.457,2009
6952,CJ Miles,UTA,72,0.583,22.5,110.2,109.1,1.0,0.098,1.67,13.9,0.029,0.081,0.055,8.3,0.515,0.546,0.181,95.16,0.066,3210,3.6,7.8,0.459,2009
6953,Calvin Booth,SAC,8,0.25,6.9,97.4,118.4,-21.0,0.0,0.0,0.0,0.088,0.098,0.093,6.7,0.5,0.592,0.116,99.55,0.045,116,0.6,1.3,0.5,2009
6954,Carl Landry,HOU,69,0.638,21.3,105.0,103.4,1.6,0.048,0.57,6.4,0.087,0.155,0.121,11.2,0.575,0.634,0.177,91.43,0.123,2789,3.5,6.1,0.574,2009
6955,Carlos Boozer,UTA,37,0.595,32.3,107.1,108.5,-1.4,0.11,1.0,10.7,0.096,0.25,0.171,10.7,0.49,0.523,0.241,96.3,0.123,2399,6.8,13.8,0.49,2009
6956,Carmelo Anthony,DEN,66,0.682,34.5,111.4,105.0,6.5,0.172,1.12,12.1,0.05,0.149,0.101,10.8,0.469,0.532,0.313,95.94,0.131,4556,8.1,18.3,0.443,2009
6957,Caron Butler,WAS,67,0.224,38.6,105.5,113.3,-7.8,0.194,1.38,16.6,0.047,0.124,0.084,12.0,0.482,0.552,0.254,92.81,0.122,5003,7.3,16.2,0.453,2009
6958,Cartier Martin,CHA,33,0.455,8.0,106.3,102.6,3.7,0.078,1.44,11.7,0.029,0.099,0.065,8.1,0.429,0.489,0.165,91.9,0.053,510,0.8,2.3,0.364,2009
6959,Cedric Simmons,SAC,18,0.333,4.7,96.0,108.5,-12.5,0.042,1.0,5.6,0.057,0.139,0.096,5.6,0.44,0.453,0.173,100.19,0.051,174,0.6,1.4,0.44,2009
6960,Channing Frye,POR,63,0.635,11.8,100.0,108.3,-8.3,0.058,0.83,7.1,0.056,0.146,0.099,8.6,0.444,0.465,0.191,90.12,0.057,1398,1.8,4.2,0.423,2009
6961,Charlie Bell,MIL,70,0.414,25.5,102.9,105.6,-2.7,0.137,1.99,19.2,0.017,0.063,0.039,9.6,0.497,0.525,0.157,95.24,0.067,3528,3.1,7.5,0.414,2009
6962,Charlie Villanueva,MIL,78,0.423,26.9,106.4,107.7,-1.3,0.119,0.99,9.4,0.075,0.191,0.131,9.4,0.488,0.529,0.279,95.59,0.125,4165,6.2,14.0,0.447,2009
6963,Chauncey Billups,DEN,79,0.684,35.3,111.6,106.3,5.3,0.287,2.86,27.3,0.012,0.076,0.045,9.6,0.501,0.592,0.216,94.82,0.132,5506,5.2,12.4,0.418,2009
6964,Cheikh Samb,NYK,18,0.444,4.6,91.2,90.7,0.5,0.019,0.33,2.6,0.114,0.139,0.127,7.7,0.188,0.214,0.198,99.03,0.013,171,0.3,1.8,0.188,2009
6965,Chris Andersen,DEN,71,0.634,20.6,107.1,103.7,3.5,0.033,0.45,6.5,0.115,0.176,0.147,14.5,0.551,0.608,0.13,97.8,0.113,2972,2.3,4.1,0.548,2009
6966,Chris Bosh,TOR,77,0.403,38.0,107.0,108.4,-1.3,0.114,1.1,10.0,0.079,0.196,0.139,9.1,0.492,0.569,0.268,93.59,0.148,5704,8.0,16.4,0.487,2009
6967,Chris Douglas-Roberts,NJN,44,0.341,13.3,105.7,102.0,3.7,0.152,1.68,18.1,0.026,0.065,0.045,10.8,0.469,0.531,0.186,91.07,0.085,1107,1.8,4.0,0.46,2009
6968,Chris Duhon,NYK,79,0.392,36.8,106.3,109.6,-3.3,0.279,2.56,36.6,0.015,0.07,0.042,14.3,0.515,0.569,0.145,98.86,0.088,5976,3.6,8.6,0.421,2009
6969,Chris Kaman,LAC,31,0.194,29.7,99.3,107.3,-8.0,0.085,0.55,9.9,0.083,0.194,0.138,18.0,0.528,0.552,0.206,94.5,0.101,1803,5.2,9.8,0.528,2009
6970,Chris Mihm,LAL,18,0.944,5.8,89.1,108.4,-19.3,0.172,1.0,15.9,0.13,0.165,0.148,15.9,0.375,0.418,0.208,97.32,0.056,211,0.8,2.2,0.375,2009
6971,Chris Paul,NOH,78,0.603,38.5,111.1,104.6,6.5,0.512,3.73,33.4,0.025,0.128,0.077,9.0,0.528,0.599,0.271,89.76,0.212,5607,8.1,16.1,0.503,2009
6972,Chris Quinn,MIA,66,0.5,14.6,104.5,104.5,0.0,0.229,4.0,27.8,0.008,0.074,0.04,6.9,0.505,0.539,0.167,90.19,0.09,1811,1.8,4.4,0.408,2009
6973,Chris Wilcox,NYK,62,0.242,16.9,99.3,107.6,-8.3,0.081,0.63,8.5,0.09,0.18,0.134,13.6,0.497,0.518,0.209,95.42,0.09,2083,3.0,6.0,0.497,2009
6974,Chuck Hayes,HOU,71,0.648,12.1,97.3,99.3,-2.0,0.076,1.68,22.3,0.086,0.215,0.149,13.3,0.372,0.375,0.077,93.54,0.057,1662,0.6,1.6,0.372,2009
6975,Chucky Atkins,OKC,33,0.515,12.5,97.5,104.4,-7.0,0.224,2.57,29.2,0.013,0.044,0.029,11.4,0.367,0.408,0.152,96.97,0.044,831,1.0,3.4,0.301,2009
6976,Corey Brewer,MIN,15,0.267,20.5,103.1,102.4,0.7,0.125,1.92,18.4,0.06,0.103,0.081,9.6,0.439,0.473,0.159,95.21,0.067,604,2.5,6.0,0.411,2009
6977,Corey Maggette,GSW,51,0.353,31.1,107.8,112.2,-4.4,0.095,0.77,8.9,0.031,0.146,0.089,11.6,0.479,0.582,0.251,100.44,0.106,3322,5.7,12.4,0.461,2009
6978,Courtney Lee,ORL,77,0.727,25.2,107.8,101.6,6.2,0.074,1.32,12.3,0.01,0.08,0.046,9.3,0.526,0.556,0.152,94.54,0.069,3819,3.2,7.0,0.45,2009
6979,Courtney Sims,NYK,2,0.0,6.6,96.4,89.7,6.8,0.0,0.0,0.0,0.133,0.167,0.148,14.3,0.5,0.5,0.219,102.99,0.095,28,1.5,3.0,0.5,2009
6980,Craig Smith,MIN,74,0.297,19.7,101.8,107.7,-5.9,0.097,0.75,9.8,0.07,0.135,0.102,13.0,0.562,0.599,0.227,93.03,0.104,2827,3.9,6.9,0.562,2009
6981,Cuttino Mobley,LAC,11,0.182,33.1,99.2,107.0,-7.8,0.055,0.67,6.7,0.023,0.057,0.039,10.0,0.473,0.491,0.206,95.57,0.06,721,5.7,13.3,0.432,2009
6982,D.J. Augustin,CHA,72,0.417,26.5,103.8,104.6,-0.7,0.237,2.1,22.9,0.009,0.065,0.037,10.9,0.517,0.587,0.204,89.85,0.112,3566,3.7,8.6,0.43,2009
6983,DJ Mbenga,LAL,23,0.739,7.9,95.5,95.0,0.5,0.078,0.69,10.8,0.047,0.113,0.081,15.7,0.474,0.504,0.174,100.47,0.071,379,1.2,2.5,0.474,2009
6984,DJ White,OKC,7,0.286,18.5,106.2,106.2,0.0,0.07,2.0,9.4,0.084,0.176,0.131,4.7,0.52,0.556,0.199,96.37,0.125,260,3.7,7.1,0.52,2009
6985,Daequan Cook,MIA,75,0.547,24.4,106.3,106.6,-0.3,0.062,1.69,9.1,0.01,0.098,0.053,5.4,0.494,0.512,0.179,91.76,0.067,3506,3.2,8.6,0.375,2009
6986,Dahntay Jones,DEN,79,0.658,18.0,103.8,105.5,-1.7,0.083,1.15,14.2,0.044,0.079,0.062,12.4,0.475,0.533,0.148,96.21,0.043,2839,1.9,4.3,0.458,2009
6987,Damien Wilkins,OKC,41,0.293,15.5,93.9,105.5,-11.5,0.103,1.0,12.1,0.03,0.092,0.058,12.1,0.425,0.467,0.182,96.79,0.052,1285,1.9,5.2,0.362,2009
6988,Damon Jones,MIL,18,0.333,6.0,111.5,107.4,4.1,0.086,1.17,14.9,0.0,0.056,0.028,12.8,0.485,0.485,0.168,96.92,0.037,218,0.6,1.9,0.324,2009
6989,Dan Gadzuric,MIL,67,0.373,14.0,105.2,107.2,-2.0,0.063,0.95,11.0,0.103,0.189,0.144,11.5,0.48,0.495,0.148,95.24,0.066,1860,1.7,3.6,0.48,2009
6990,Daniel Gibson,CLE,75,0.8,23.9,107.9,101.6,6.2,0.119,2.16,17.5,0.018,0.069,0.044,8.1,0.493,0.519,0.16,91.05,0.064,3404,2.7,7.0,0.391,2009
6991,Danilo Gallinari,NYK,28,0.5,14.7,110.5,104.1,6.4,0.054,1.0,9.0,0.031,0.103,0.066,9.0,0.576,0.621,0.158,99.27,0.08,850,2.0,4.5,0.448,2009
6992,Danny Granger,IND,67,0.403,36.2,109.6,108.1,1.5,0.127,1.11,10.1,0.02,0.12,0.07,9.1,0.518,0.584,0.289,98.62,0.133,4979,8.5,19.1,0.447,2009
6993,Darius Miles,MEM,34,0.206,8.8,89.2,102.0,-12.9,0.116,0.81,11.3,0.068,0.137,0.102,13.9,0.49,0.533,0.201,94.85,0.109,590,1.4,2.9,0.485,2009
6994,Darius Songaila,WAS,77,0.234,19.8,102.7,107.4,-4.7,0.101,1.27,14.2,0.052,0.108,0.08,11.2,0.532,0.57,0.168,93.57,0.081,2972,3.2,5.9,0.532,2009
6995,Darko Milicic,MEM,61,0.361,17.0,99.5,103.2,-3.7,0.054,0.71,8.6,0.086,0.182,0.135,12.2,0.515,0.533,0.159,92.62,0.087,1993,2.2,4.4,0.515,2009
6996,Darnell Jackson,CLE,51,0.804,8.4,100.4,109.7,-9.3,0.03,0.57,6.5,0.08,0.138,0.109,11.3,0.43,0.483,0.123,92.52,0.028,831,0.7,1.7,0.43,2009
6997,Darrell Arthur,MEM,76,0.276,19.3,99.4,107.0,-7.6,0.049,0.91,7.8,0.078,0.181,0.128,8.5,0.438,0.456,0.159,92.68,0.066,2821,2.5,5.7,0.438,2009
6998,David Lee,NYK,81,0.395,34.9,107.1,110.0,-2.9,0.098,1.16,12.3,0.087,0.25,0.167,10.6,0.549,0.59,0.189,98.79,0.133,5798,6.4,11.7,0.549,2009
6999,David West,NOH,76,0.592,39.2,109.8,105.7,4.1,0.105,1.06,9.6,0.059,0.175,0.117,9.1,0.474,0.54,0.259,89.38,0.131,5549,8.0,17.0,0.472,2009
7000,DeAndre Jordan,LAC,53,0.208,14.6,96.7,112.5,-15.7,0.025,0.27,4.4,0.093,0.223,0.157,16.5,0.633,0.585,0.137,93.71,0.084,1503,1.8,2.8,0.633,2009
7001,DeMarcus Nelson,GSW,13,0.231,13.1,94.9,104.2,-9.3,0.12,0.87,14.8,0.03,0.101,0.063,17.0,0.444,0.44,0.174,105.99,0.034,375,1.8,4.2,0.444,2009
7002,DeSagana Diop,CHA,75,0.507,13.8,101.7,107.8,-6.1,0.047,0.82,11.7,0.116,0.167,0.141,14.3,0.433,0.425,0.107,90.72,0.052,1944,1.0,2.3,0.433,2009
7003,DeShawn Stevenson,WAS,32,0.219,27.7,102.3,112.1,-9.8,0.164,3.06,25.3,0.012,0.079,0.044,8.2,0.387,0.41,0.146,93.41,0.044,1722,2.3,7.2,0.312,2009
7004,Dee Brown,PHX,19,0.263,13.7,103.7,110.2,-6.5,0.185,2.12,34.6,0.026,0.089,0.056,16.3,0.439,0.449,0.115,94.83,0.042,514,0.9,2.6,0.367,2009
7005,Delonte West,CLE,64,0.813,33.6,112.7,97.9,14.8,0.162,2.46,22.9,0.016,0.08,0.05,9.3,0.53,0.559,0.166,90.38,0.098,4055,4.5,9.8,0.457,2009
7006,Demetris Nichols,NYK,4,0.25,3.6,100.0,61.3,38.7,0.111,0.0,9.1,0.0,0.118,0.054,0.0,0.333,0.354,0.286,102.98,0.067,30,0.8,2.3,0.333,2009
7007,Derek Fisher,LAL,82,0.793,29.8,114.0,102.9,11.1,0.146,3.63,24.2,0.011,0.066,0.039,6.7,0.512,0.546,0.146,95.37,0.075,4852,3.6,8.4,0.424,2009
7008,Deron Williams,UTA,68,0.574,36.8,112.0,108.4,3.7,0.457,3.18,34.5,0.01,0.072,0.041,10.8,0.506,0.573,0.244,95.18,0.149,4957,6.8,14.5,0.471,2009
7009,Derrick Rose,CHI,81,0.494,37.0,106.9,108.6,-1.8,0.283,2.53,25.2,0.033,0.076,0.054,10.0,0.482,0.516,0.222,94.64,0.113,5907,7.1,14.9,0.475,2009
7010,Desmon Farmer,SAS,3,0.0,18.0,113.3,108.3,4.9,0.054,0.5,9.5,0.0,0.113,0.057,19.0,0.393,0.437,0.168,86.36,0.005,98,1.3,4.7,0.286,2009
7011,Desmond Mason,OKC,39,0.282,27.3,101.7,104.3,-2.6,0.065,0.82,10.8,0.039,0.107,0.074,13.2,0.435,0.456,0.155,96.57,0.043,2137,3.2,7.3,0.435,2009
